yeast_file,growth_rate_difference
cleaned_growth_rates_Eremothecium cymbalariae DBVPG 7215_Clostridium.csv,-0.00288840627875143
cleaned_growth_rates_Kluyveromyces marxianus DMKU3_Clostridium.csv,-0.00285375986312736
cleaned_growth_rates_Clavispora lusitaniae P2_Clostridium.csv,-0.0028207223290521
cleaned_growth_rates_Lachancea thermotolerans CBS 6340_Clostridium.csv,-0.00270708035381522
cleaned_growth_rates_Cyberlindnera fabiannii ASM198330v1_Clostridium.csv,-0.00264111307392829
cleaned_growth_rates_Trichosporon_var._asahii_CBS_2479_GCF_000293215.1_Clostridium.csv,-0.00263430263810068
cleaned_growth_rates_Penicillium_fm164_gca_000513255.PROQFM164_20130607_Clostridium.csv,-0.00259849351768743
cleaned_growth_rates_Candida_p76067_gca_000784495.Cand_albi_P76067_V1_Clostridium.csv,-0.0025830774413151
cleaned_growth_rates_Trichoderma_gca_002022785.ASM202278v1_Clostridium.csv,-0.00257816736910248
cleaned_growth_rates_Saccharomyces_yjm1208_gca_000976815.Sc_YJM1208_v1_Clostridium.csv,-0.00254141196158587
cleaned_growth_rates_Rhodotorula_NP11_GCF_000320785.1_Clostridium.csv,-0.00252453693339365
cleaned_growth_rates_Clavispora lusitaniae P3 _Clostridium.csv,-0.0025097939903012
cleaned_growth_rates_Aureobasidium_CBS_147.97_GCF_000721765.1_Clostridium.csv,-0.0025017644942588
cleaned_growth_rates_Saccharomyces_yjm1304_gca_000977025.Sc_YJM1304_v1_Clostridium.csv,-0.00249194242391513
cleaned_growth_rates_Saccharomyces_yjm1356_gca_000977325.Sc_YJM1356_v1_Clostridium.csv,-0.00249096068280488
cleaned_growth_rates_Saccharomyces_vl3_gca_000190235.ScVL3_v01_Clostridium.csv,-0.00248528118973815
cleaned_growth_rates_Trichoderma_IBT_40837_GCA_003012105.1_Clostridium.csv,-0.00247999574136305
cleaned_growth_rates_Saccharomyces_yjm981_gca_000976515.Sc_YJM981_v1_Clostridium.csv,-0.00247500645857706
cleaned_growth_rates_Saccharomyces_yjm1307_gca_000977055.Sc_YJM1307_v1_Clostridium.csv,-0.00247410907431985
cleaned_growth_rates_Rhodotorula_gca_002922495.ASM292249v1_Clostridium.csv,-0.00246005550997555
cleaned_growth_rates_Wickerhamomyces_Clostridium.csv,-0.00245761561775334
cleaned_growth_rates_Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0_Clostridium.csv,-0.00243345592406586
